SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched Score,Matched School,PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_STATE_CODE,PSS_ZIP5,PSS_PHONE,DAYS PER SCHOOL YEAR,DAY HOURS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_T,PSS_RACE_ AMERICAN_INDIAN,PSS_RACE_ASIAN/PACIFIC,PSS_RACE_HISPANIC,PSS_RACE_BLACK,PSS_RACE_WHITE,PSS_RACE_PACIFIC,PSS_RACE_MULTICULTURAL,PSS_FULLTIME_TEACH,PSS_COEDUCATION,PSS_LEVEL,PSS_RELIG,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STUDENT_TEACHER_RATIO,PSS_ORIENT,PSS_COUNTY_NAME,Matched Address,Matched School Name
SAINT LEO CATHOLIC ACADEMY,10419 49 AVE,11368.0,40.74447463,-73.85860779,0,92,,00924882,ST LEO CATHOLIC ACADEMY,2,13,10419 49TH AVE,CORONA,36081,81,NY,36,11368,7185927050,180.0,6.75,No,,84.0,22.0,267.0,0.0,4.0,160.0,6.0,6.0,0.0,7.0,12.6,1,1,1,0.0,2.18,87.43,3.27,3.27,0.0,3.82,14.52,1,QUEENS,10419 49TH AVE,
SAINT RAYMOND ELEMENTARY SCHOOL,2380 E TREMONT AVE,10462.0,40.84232541,-73.85448121,1,100,,00919158,ST RAYMOND ELEMENTARY SCHOOL,2,13,2380 E TREMONT AVE,BRONX,36005,5,NY,36,10462,7185973232,180.0,5.0,Yes,,102.0,45.0,619.0,2.0,15.0,372.0,116.0,3.0,0.0,9.0,29.9,1,1,1,0.38,2.9,71.95,22.43,0.58,0.0,1.74,17.29,1,BRONX,2380 E TREMONT AVE,
SAINT RAYMOND HS,2151 SAINT RAYMOND AVE,10462.0,40.83763931,-73.85382654,2,100,,00919533,ST RAYMOND HIGH SCHOOL FOR BOYS,14,17,2151 SAINT RAYMOND AVE,BRONX,36005,5,NY,36,10462,7188245050,180.0,6.16,Yes,,,,410.0,4.0,6.0,267.0,75.0,24.0,4.0,30.0,28.0,3,2,1,0.97,1.46,65.12,18.29,5.85,0.97,7.31,14.64,1,BRONX,2151 SAINT RAYMOND AVE,
SAINTS JOACHIM AND ANNE SCHOOL,21819 105TH AVE,11429.0,40.71198032,-73.73879076,0,100,,00925547,SS JOACHIM & ANNE SCHOOL,2,13,21819 105TH AVE,QUEENS VILLAGE,36081,81,NY,36,11429,7184652230,180.0,7.0,Yes,,66.0,26.0,301.0,0.0,0.0,19.0,214.0,0.0,1.0,1.0,12.6,1,1,1,0.0,0.0,8.08,91.06,0.0,0.42,0.42,18.65,1,QUEENS,21819 105TH AVE,
SHAAR HATORAH HS,11706 84 AVE,11418.0,40.7039569,-73.83442832,5,92,,BB912051,YESHIVA SHAAR HATORAH,14,17,11706 84TH AVE,RICHMOND HILL,36081,81,NY,36,11418,7188461940,204.0,10.0,Yes,,,,113.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,7.4,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.27,18,QUEENS,11706 84TH AVE,
SHIELD INSTITUTE,14461 ROOSEVELT AVE,11354.0,40.7622611,-73.8197243,0,100,,BB101113,SHIELD INSTITUTE OF FLUSHING,2,2,14461 ROOSEVELT AVE,FLUSHING,36081,81,NY,36,11354,7189398700,180.0,6.25,No,46.0,56.0,,102.0,0.0,6.0,22.0,11.0,6.0,0.0,1.0,7.0,1,3,3,0.0,13.04,47.82,23.91,13.04,0.0,2.17,6.57,30,QUEENS,14461 ROOSEVELT AVE,
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN,60 W END AVE,11235.0,40.5803872,-73.95356752,1,100,,00938079,SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN,3,17,60 W END AVE,BROOKLYN,36047,47,NY,36,11235,1783384000,180.0,7.5,Yes,,,19.0,186.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,16.0,2,3,2,0.0,0.0,0.0,0.53,99.46,0.0,0.0,11.62,18,KINGS,60 W END AVE,
SOUTH BRONX CHARTER SCHOOL INTERNATIONAL CURTURE & ARTS HS,915 HUTCHINSON RIVER PARKWAY,10465.0,40.82574524,-73.83670763,0,94,,00922659,MSGR SCANLAN HIGH SCHOOL,14,17,915 HUTCHINSON RIVER PKWY,BRONX,36005,5,NY,36,10465,7184300100,180.0,6.13,No,,,,487.0,5.0,7.0,308.0,131.0,34.0,0.0,2.0,24.0,1,2,1,1.02,1.43,63.24,26.89,6.98,0.0,0.41,20.29,1,BRONX,915 HUTCHINSON RIVER PKWY,
ST CATHERINE ST THERESE CATHOLIC ACADEMY,4410 AVE D,11203.0,40.64177898,-73.93492439,1,100,,A1502593,ST CATHERINE GENOA-ST THERESE LISIEU,2,13,4410 AVE D,BROOKLYN,36047,47,NY,36,11203,7186299330,180.0,7.0,Yes,,30.0,13.0,171.0,0.0,1.0,5.0,131.0,1.0,0.0,3.0,10.5,1,1,1,0.0,0.7,3.54,92.9,0.7,0.0,2.12,13.42,1,KINGS,4410 AVE D,
ST CATHERINE ST THERESE CATHOLIC ACADEMY,4410 AVE D,11203.0,40.64177898,-73.93492439,1,100,,BB220428,ST CATHERINE GENOA-ST THERESE LISIEU,2,13,4410 AVE D,BROOKLYN,36047,47,NY,36,11203,7186299320,180.0,7.0,Yes,,30.0,13.0,171.0,0.0,1.0,5.0,131.0,1.0,0.0,3.0,10.5,1,1,1,0.0,0.7,3.54,92.9,0.7,0.0,2.12,13.42,1,KINGS,4410 AVE D,
ST JOSEPH HILL ACADEMY,850 HYLAN BLVD,10305.0,40.59927744,-74.0718183,5,100,,A1101696,MOTHER FRANCISKA ELEMENTARY SCHOOL,3,13,850 HYLAN BLVD,STATEN ISLAND,36085,85,NY,36,10305,7188760939,210.0,6.0,No,,,7.0,34.0,0.0,2.0,3.0,1.0,28.0,0.0,0.0,5.0,1,1,3,0.0,5.88,8.82,2.94,82.35,0.0,0.0,6.8,30,RICHMOND,850 HYLAN BLVD,
ST JOSEPH HILL ACADEMY,850 HYLAN BLVD,10305.0,40.59927744,-74.0718183,5,100,,01607454,ST JOSEPH HILL ACADEMY,14,17,850 HYLAN BLVD,STATEN ISLAND,36085,85,NY,36,10305,7184471374,180.0,6.83,Yes,,,,388.0,1.0,23.0,47.0,2.0,301.0,3.0,11.0,26.8,2,2,1,0.25,5.92,12.11,0.51,77.57,0.77,2.83,14.47,1,RICHMOND,850 HYLAN BLVD,
ST JOSEPH HILL ACADEMY,850 HYLAN BLVD,10305.0,40.59927744,-74.0718183,5,100,,A0502554,ST JOSEPH HILL ACADEMY,2,13,850 HYLAN BLVD,STATEN ISLAND,36085,85,NY,36,10305,7189811187,180.0,6.0,Yes,,66.0,44.0,591.0,0.0,40.0,43.0,5.0,411.0,0.0,26.0,40.0,1,1,1,0.0,7.61,8.19,0.95,78.28,0.0,4.95,13.12,1,RICHMOND,850 HYLAN BLVD,
ST LUKES SCHOOL FS (SLK),487 HUDSON ST,10014.0,40.7325148,-74.00649841,0,100,,00935227,ST LUKES SCHOOL,2,13,487 HUDSON ST,NEW YORK,36061,61,NY,36,10014,2129245960,167.0,7.33,Yes,,19.0,36.0,344.0,0.0,21.0,12.0,38.0,193.0,0.0,61.0,47.6,1,1,2,0.0,6.46,3.69,11.69,59.38,0.0,18.76,6.82,14,NEW YORK,487 HUDSON ST,
ST. ANN'S SCHOOL,129 PIERREPONT ST,11201.0,40.69502668,-73.99238012,2,100,,A9300620,ST ANN'S SCHOOL,2,17,129 PIERREPONT ST,BROOKLYN,36047,47,NY,36,11201,7185221660,161.0,8.0,Yes,,55.0,69.0,1097.0,0.0,48.0,83.0,89.0,616.0,3.0,203.0,194.3,1,3,3,0.0,4.6,7.96,8.54,59.11,0.28,19.48,5.36,30,KINGS,129 PIERREPONT ST,
ST. ANSELM SCHOOL,685 TINTON AVE,10455.0,40.81628141,-73.90514993,4,100,,A1702667,ST ANSELM PAROCHIAL SCHOOL,3,13,685 TINTON AVE,BRONX,36005,5,NY,36,10455,7189939464,180.0,6.5,Yes,,,20.0,139.0,,,,,,,,16.6,1,1,1,,,,,,,,8.37,1,BRONX,685 TINTON AVE,
ST. ATHANASIUS SCHOOL,830 SOUTHERN BLVD,10459.0,40.81692361,-73.89557142,1,100,,00922207,ST ATHANASIUS SCHOOL,2,13,830 SOUTHERN BLVD,BRONX,36005,5,NY,36,10459,7185425161,180.0,8.0,Yes,,48.0,47.0,373.0,2.0,2.0,266.0,46.0,6.0,1.0,2.0,18.6,1,1,1,0.61,0.61,81.84,14.15,1.84,0.3,0.61,17.47,1,BRONX,830 SOUTHERN BLVD,
St. BARTHOLOMEW CATHOLIC ACADEMY,4415 JUDGE ST,11373.0,40.74295648,-73.87744895,1,100,,BB912059,ST BARTHOLOMEW CATHOLIC ACADEMY,3,13,4415 JUDGE ST,ELMHURST,36081,81,NY,36,11373,7184467575,180.0,7.0,Yes,,,14.0,170.0,0.0,32.0,134.0,2.0,2.0,0.0,0.0,9.8,1,1,1,0.0,18.82,78.82,1.17,1.17,0.0,0.0,17.34,1,QUEENS,4415 JUDGE ST,
ST. BENEDICT SCHOOL,1016 EDISON AVE,10465.0,40.83215976,-73.82554008,2,100,,00923164,ST BENEDICT SCHOOL,2,13,1016 EDISON AVE,BRONX,36005,5,NY,36,10465,7188299557,180.0,6.75,No,,47.0,30.0,331.0,1.0,7.0,166.0,14.0,64.0,1.0,31.0,14.6,1,1,1,0.35,2.46,58.45,4.92,22.53,0.35,10.91,19.45,1,BRONX,1016 EDISON AVE,
ST. CATHERINE ACADEMY FOR GIRLS,2250 WILLIAMSBRIDGE ROAD,10469.0,40.85879698,-73.85699007,2,96,,00919373,ST CATHARINE ACADEMY,14,17,2250 WILLIAMSBRIDGE RD,BRONX,36005,5,NY,36,10469,7188822882,180.0,6.0,Yes,,,,348.0,0.0,13.0,165.0,86.0,84.0,0.0,0.0,21.1,2,2,1,0.0,3.73,47.41,24.71,24.13,0.0,0.0,16.49,1,BRONX,2250 WILLIAMSBRIDGE RD,
ST. CHRISTOPHER OTTILIE SCHOOL,8570 148 ST,11435.0,40.70901076,-73.81010484,3,92,,A1502584,THERESA PAPLIN SCHOOL,1,1,8570 148TH ST,BRIARWOOD,36081,81,NY,36,11435,7186748929,180.0,5.5,No,40.0,,,40.0,0.0,2.0,15.0,19.0,4.0,0.0,0.0,10.0,1,3,3,0.0,5.0,37.5,47.5,10.0,0.0,0.0,4.0,30,QUEENS,8570 148TH ST,
ST. CHRISTOPHER OTTILIE SCHOOL,8570 148 ST,11435.0,40.70901076,-73.81010484,3,92,,BB162026,THERESA PAPLIN SCHOOL,1,1,8570 148TH ST,JAMAICA,36081,81,NY,36,11435,7186748929,180.0,5.5,No,40.0,,,40.0,0.0,2.0,15.0,19.0,4.0,0.0,0.0,10.0,1,3,3,0.0,5.0,37.5,47.5,10.0,0.0,0.0,4.0,30,QUEENS,8570 148TH ST,
ST. CLAIRE SCHOOL,151 LINDENWOOD ROAD,10308.0,40.54664036,-74.15098205,2,94,,00922965,ST CLARE SCHOOL,2,13,151 LINDENWOOD RD,STATEN ISLAND,36085,85,NY,36,10308,7189847091,174.0,6.8,Yes,,86.0,62.0,593.0,0.0,6.0,16.0,1.0,475.0,5.0,4.0,28.5,1,1,1,0.0,1.18,3.15,0.19,93.68,0.98,0.78,17.78,1,RICHMOND,151 LINDENWOOD RD,
ST. CLARE SCHOOL,1911 HONE AVE,10461.0,40.85119899,-73.85653295,4,100,,00921393,ST CLARES SCHOOL,2,13,1911 HONE AVE,BRONX,36005,5,NY,36,10461,7188924080,180.0,6.75,No,,148.0,22.0,370.0,2.0,30.0,74.0,11.0,87.0,1.0,17.0,12.6,1,1,1,0.9,13.51,33.33,4.95,39.18,0.45,7.65,17.61,1,BRONX,1911 HONE AVE,
ST. EDMUND PREPARATORY HIGH SCHOOL,2474 OCEAN AVE,11229.0,40.60104097,-73.95173455,3,100,,BB021405,ST EDMUND PREPARATORY HIGH SCHOOL,14,17,2474 OCEAN AVE,BROOKLYN,36047,47,NY,36,11229,7187436100,180.0,6.5,Yes,,,,510.0,0.0,59.0,51.0,132.0,260.0,2.0,6.0,40.5,1,2,1,0.0,11.56,10.0,25.88,50.98,0.39,1.17,12.59,1,KINGS,2474 OCEAN AVE,
ST. FRANCIS OF ASSISI CATHOLIC ACADEMY,400 LINCOLN ROAD,11225.0,40.66163107,-73.94944141,0,93,,00924248,ST FRANCIS OF ASSISI CATHOLIC ACADEMY,2,13,400 LINCOLN RD,BROOKLYN,36047,47,NY,36,11225,7187783700,178.0,7.0,No,,58.0,10.0,237.0,0.0,0.0,21.0,156.0,2.0,0.0,0.0,12.0,1,1,1,0.0,0.0,11.73,87.15,1.11,0.0,0.0,14.91,1,KINGS,400 LINCOLN RD,
ST. FRANCIS PREP,6100 FRANCIS LEWIS BLVD,11365.0,40.74266493,-73.77543997,5,100,,00925106,ST FRANCIS PREP,14,17,6100 FRANCIS LEWIS BLVD,FRESH MEADOWS,36081,81,NY,36,11365,7184238810,180.0,7.03,Yes,,,,2420.0,6.0,378.0,564.0,396.0,1024.0,20.0,32.0,115.6,1,2,1,0.24,15.61,23.3,16.36,42.31,0.82,1.32,20.93,1,QUEENS,6100 FRANCIS LEWIS BLVD,
ST. HELENA SCHOOL,2050 BENEDICT AVE,10462.0,40.83446682,-73.85634511,3,100,,00919249,ST HELENA SCHOOL,3,13,2050 BENEDICT AVE,BRONX,36005,5,NY,36,10462,7188923234,180.0,6.5,Yes,,,18.0,172.0,0.0,42.0,65.0,65.0,0.0,0.0,0.0,9.0,1,1,1,0.0,24.41,37.79,37.79,0.0,0.0,0.0,19.11,1,BRONX,2050 BENEDICT AVE,
ST. JOSEPH BY THE SEA HIGH SCHOOL,5150 HYLAN BLVD,10312.0,40.52673441,-74.17815962,6,90,,A1101696,MOTHER FRANCISKA ELEMENTARY SCHOOL,3,13,850 HYLAN BLVD,STATEN ISLAND,36085,85,NY,36,10305,7188760939,210.0,6.0,No,,,7.0,34.0,0.0,2.0,3.0,1.0,28.0,0.0,0.0,5.0,1,1,3,0.0,5.88,8.82,2.94,82.35,0.0,0.0,6.8,30,RICHMOND,850 HYLAN BLVD,
ST. JOSEPH BY THE SEA HIGH SCHOOL,5150 HYLAN BLVD,10312.0,40.52673441,-74.17815962,6,90,,01607454,ST JOSEPH HILL ACADEMY,14,17,850 HYLAN BLVD,STATEN ISLAND,36085,85,NY,36,10305,7184471374,180.0,6.83,Yes,,,,388.0,1.0,23.0,47.0,2.0,301.0,3.0,11.0,26.8,2,2,1,0.25,5.92,12.11,0.51,77.57,0.77,2.83,14.47,1,RICHMOND,850 HYLAN BLVD,
ST. JOSEPH BY THE SEA HIGH SCHOOL,5150 HYLAN BLVD,10312.0,40.52673441,-74.17815962,6,90,,A0502554,ST JOSEPH HILL ACADEMY,2,13,850 HYLAN BLVD,STATEN ISLAND,36085,85,NY,36,10305,7189811187,180.0,6.0,Yes,,66.0,44.0,591.0,0.0,40.0,43.0,5.0,411.0,0.0,26.0,40.0,1,1,1,0.0,7.61,8.19,0.95,78.28,0.0,4.95,13.12,1,RICHMOND,850 HYLAN BLVD,
ST. JOSEPH THE WORKER CATHOLIC ACADEMY,241 PROSPECT PARK WEST,11215.0,40.6594476,-73.98115333,2,93,,00924394,ST JOSEPH THE WORKER CATHOLIC ACADEMY,2,13,241 PROSPECT PARK W,BROOKLYN,36047,47,NY,36,11215,7187687629,180.0,8.0,Yes,,27.0,27.0,254.0,0.0,0.0,35.0,42.0,140.0,0.0,10.0,26.6,1,1,1,0.0,0.0,15.41,18.5,61.67,0.0,4.4,8.53,1,KINGS,241 PROSPECT PARK W,
ST. LUCY SCHOOL,830 MACE AVE,10467.0,40.86311013,-73.86244354,4,100,,00919238,ST LUCY'S SCHOOL,2,13,830 MACE AVE,BRONX,36005,5,NY,36,10467,7188822203,180.0,6.5,No,,153.0,19.0,368.0,1.0,26.0,109.0,32.0,36.0,1.0,10.0,11.0,1,1,1,0.46,12.09,50.69,14.88,16.74,0.46,4.65,19.54,1,BRONX,830 MACE AVE,
ST. MARKS DAY SCHOOL,1346 PRESIDENT ST,11213.0,40.66772773,-73.94459925,1,100,,02046178,ST MARK'S DAY SCHOOL,2,13,1346 PRESIDENT ST,BROOKLYN,36047,47,NY,36,11213,7187566602,180.0,6.33,Yes,,10.0,7.0,50.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,12.8,1,1,2,0.0,0.0,5.0,95.0,0.0,0.0,0.0,3.12,14,KINGS,1346 PRESIDENT ST,
ST. NICHOLAS OF TOLENTINE SCHOOL,8022 PARSONS BLVD,11432.0,40.71941971,-73.80890984,1,100,,BB201296,ST NICHOLAS OF TOLENTINE SCHOOL,2,13,8022 PARSONS BLVD,JAMAICA,36081,81,NY,36,11432,7183801900,176.0,6.5,Yes,,50.0,38.0,328.0,0.0,65.0,121.0,52.0,36.0,0.0,4.0,15.9,1,1,1,0.0,23.38,43.52,18.7,12.94,0.0,1.43,17.48,1,QUEENS,8022 PARSONS BLVD,
ST. PETER'S BOYS HIGH SCHOOL,200 CLINTON AVE,10301.0,40.63940623,-74.09775046,1,100,,00920378,ST PETERS BOYS HIGH SCHOOL,14,17,200 CLINTON AVE,STATEN ISLAND,36085,85,NY,36,10301,7184471676,180.0,6.33,Yes,,,,447.0,0.0,21.0,19.0,37.0,353.0,0.0,17.0,24.0,3,2,1,0.0,4.69,4.25,8.27,78.97,0.0,3.8,18.62,1,RICHMOND,200 CLINTON AVE,
ST. PHILIP NERI SCHOOL,3031 GRAND CONCOURSE,10468.0,40.87366015,-73.88696649,3,100,,00919522,ST PHILIP NERI SCHOOL,2,13,3031 GRAND CONCOURSE,BRONX,36005,5,NY,36,10468,7183658806,180.0,6.83,No,,110.0,29.0,314.0,2.0,5.0,153.0,26.0,16.0,1.0,1.0,11.6,1,1,1,0.98,2.45,75.0,12.74,7.84,0.49,0.49,17.58,1,BRONX,3031 GRAND CONCOURSE,
ST. RAYMOND SCHOOL,1725 CASTLE HILL AVE,10462.0,40.84099245,-73.8530927,0,100,,00922692,ST RAYMOND ACADEMY FOR GIRLS,14,17,1725 CASTLE HILL AVE,BRONX,36005,5,NY,36,10462,7188244220,180.0,6.33,Yes,,,,237.0,0.0,5.0,169.0,46.0,3.0,9.0,5.0,29.0,2,2,1,0.0,2.1,71.3,19.4,1.26,3.79,2.1,8.17,1,BRONX,1725 CASTLE HILL AVE,
ST. THOMAS THE APOSTLE CATHOLIC ACADEMY,8749 87TH ST,11421.0,40.69182783,-73.85693128,0,100,,00925842,ST THOMAS THE APOSTLE CATHOLIC ACADEMY,2,13,8749 87TH ST,WOODHAVEN,36081,81,NY,36,11421,7188473904,177.0,7.0,No,,51.0,9.0,205.0,0.0,4.0,146.0,2.0,2.0,0.0,0.0,13.3,1,1,1,0.0,2.59,94.8,1.29,1.29,0.0,0.0,11.57,1,QUEENS,8749 87TH ST,
STATEN ISLAND ACADEMY,715 TODT HILL ROAD,10304.0,40.5949184,-74.11019774,1,94,,A0740097,STATEN ISLAND ACADEMY,2,17,715 TODT HILL RD,STATEN ISLAND,36085,85,NY,36,10304,7183037836,160.0,7.33,Yes,,27.0,11.0,332.0,0.0,37.0,11.0,12.0,224.0,0.0,21.0,55.0,1,3,3,0.0,12.13,3.6,3.93,73.44,0.0,6.88,5.54,30,RICHMOND,715 TODT HILL RD,
TALMUD TORAH D'RABINU YOEL,5411 FORT HAMILTON PARKWAY,11219.0,40.63585775,-74.00139075,3,94,,A0902392,TALMUD TORAH DRABINU YOEL,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387131,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,5411 FORT HAMILTON PKWY,
TALMUD TORAH D'RABINU YOEL,5411 FORT HAMILTON PARKWAY,11219.0,40.63585775,-74.00139075,3,94,,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,5411 FORT HAMILTON PKWY,
TALMUD TORAH IMREI CHAIM,1824 53 ST,11204.0,40.62557721,-73.98253906,4,91,,A9903260,TALMUD TORAH IMREI CHAIM,2,14,1824 53RD ST,BROOKLYN,36047,47,NY,36,11204,7182342000,255.0,6.5,Yes,,81.0,74.0,752.0,0.0,0.0,0.0,0.0,671.0,0.0,0.0,58.0,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.56,18,KINGS,1824 53RD ST,
TALMUD TORAH OF KASHO,324 PENN ST,11211.0,40.70605101,-73.95235794,4,100,,A9702490,TALMUD TORAH OF KASHO,2,16,324 PENN ST,BROOKLYN,36047,47,NY,36,11211,7184751177,240.0,10.0,No,,34.0,19.0,328.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,31.0,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.48,18,KINGS,324 PENN ST,
TALMUD TORAH OHEL YOCHANON,1325 38 ST,11218.0,40.64075896,-73.98499249,1,91,,A0107700,TALMUD TORAH OHEL YOCHANAN,2,13,1325 38TH ST,BROOKLYN,36047,47,NY,36,11218,7184312991,170.0,8.0,No,,168.0,75.0,879.0,0.0,0.0,0.0,0.0,711.0,0.0,0.0,45.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.8,18,KINGS,1325 38TH ST,
TALMUDICAL SCHOOL OF BROOKLYN,1470 OCEAN PARKWAY,11230.0,40.61297012,-73.96836232,2,91,,BB201159,YESHIVA OF BROOKLYN,2,17,1470 OCEAN PKWY,BROOKLYN,36047,47,NY,36,11230,7183763775,184.0,7.5,No,,44.0,29.0,522.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,36.3,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.16,18,KINGS,1470 OCEAN PKWY,
THE BROOKLYN WALDORF SCHOOL,11 JEFFERSON AVE,11238.0,40.68248622,-73.95697907,2,100,,A0701709,BROOKLYN WALDORF SCHOOL,2,13,11 JEFFERSON AVE,BROOKLYN,36047,47,NY,36,11238,6463313773,162.0,7.0,Yes,,16.0,20.0,152.0,,,,,,,,24.0,1,1,3,,,,,,,,5.66,30,KINGS,11 JEFFERSON AVE,
"THE CALHOUN SCHOOL, INC.",433 W END AVE,10024.0,40.78542951,-73.98038087,5,100,,X0938239,CALHOUN SCHOOL,2,17,433 W END AVE,NEW YORK,36061,61,NY,36,10024,2124976533,165.0,6.75,Yes,,34.0,33.0,599.0,3.0,35.0,90.0,76.0,308.0,0.0,53.0,96.9,1,3,3,0.53,6.19,15.92,13.45,54.51,0.0,9.38,5.83,30,NEW YORK,433 W END AVE,
THE CHILD SCHOOL-LEGACY HIGH SCHOOL,587 MAIN ST,10044.0,40.76278398,-73.94927769,2,100,,A1990581,THE CHILD SCHOOL - LEGACY HIGH SCHOOL,6,17,587 MAIN ST,ROOSEVELT ISLAND,36061,61,NY,36,10044,2122235055,210.0,5.5,Yes,,,,289.0,0.0,9.0,80.0,60.0,140.0,0.0,0.0,34.5,1,3,3,0.0,3.11,27.68,20.76,48.44,0.0,0.0,8.37,30,NEW YORK,587 MAIN ST,
THE JEWISH CENTER FOR SPECIAL EDUCATION,8109 BAY PARKWAY,11214.0,40.60451747,-73.99111564,0,90,,BB121497,JEWISH CENTER FOR SPECIAL EDUC,1,1,8109 BAY PKWY,BROOKLYN,36047,47,NY,36,11214,7187820064,180.0,7.0,Yes,122.0,,,122.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,19.4,1,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.28,18,KINGS,8109 BAY PKWY,
THE LEARNING TREE SCHOOL,14934 35TH AVE,11354.0,40.76647151,-73.81622913,0,100,,A9903217,THE LEARNING TREE STEM-ARTS SCHOOL,3,13,14934 35TH AVE,FLUSHING,36081,81,NY,36,11354,3477324167,185.0,6.5,Yes,,,2.0,84.0,0.0,0.0,11.0,73.0,0.0,0.0,0.0,9.5,1,1,3,0.0,0.0,13.09,86.9,0.0,0.0,0.0,8.84,30,QUEENS,14934 35TH AVE,
THE MARY LOUIS ACADEMY,17621 WEXFORD TER,11432.0,40.71289498,-73.7868816,3,100,,00925296,THE MARY LOUIS ACADEMY,14,17,17621 WEXFORD TER,JAMAICA,36081,81,NY,36,11432,7182972120,180.0,6.58,Yes,,,,570.0,3.0,44.0,131.0,77.0,258.0,4.0,53.0,51.5,2,2,1,0.52,7.71,22.98,13.5,45.26,0.7,9.29,11.06,1,QUEENS,17621 WEXFORD TER,
THE NURTURING CENTER AND ACADEMY,11218 SPRINGFIELD BLVD,11429.0,40.7050002,-73.73993631,0,100,,BB121753,DBA THE NURTURING CENTER AND ACADEMY,2,9,11218 SPRINGFIELD BLVD,QUEENS VILLAGE,36081,81,NY,36,11429,7185275932,180.0,7.0,Yes,,136.0,7.0,171.0,0.0,0.0,2.0,32.0,0.0,0.0,1.0,3.0,1,1,2,0.0,0.0,5.71,91.42,0.0,0.0,2.85,11.66,8,QUEENS,11218 SPRINGFIELD BLVD,
THE SPEYER LEGACY SCHOOL,925 9 AVE,10019.0,40.7690742,-73.98488042,1,90,,A1101731,THE SPEYER LEGACY SCHOOL,3,13,925 9TH AVE,NEW YORK,36061,61,NY,36,10019,2125814000,159.0,6.41,Yes,,,39.0,314.0,0.0,78.0,18.0,8.0,147.0,1.0,62.0,48.6,1,1,3,0.0,24.84,5.73,2.54,46.81,0.31,19.74,6.46,30,NEW YORK,925 9TH AVE,
TORAH VYIRAH OF BORO PARK,1348 53 ST,11219.0,40.63211643,-73.99337089,3,91,,A1502619,TOCAH VYIRAH OF BORO PARK,12,13,1348 53RD ST,BROOKLYN,36047,47,NY,36,11219,7184387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,1348 53RD ST,
TRANSFIGURATION SCHOOL,29 MOTT ST,10013.0,40.71471791,-73.99883846,1,100,,00919599,TRANSFIGURATION SCHOOL,9,13,29 MOTT ST,NEW YORK,36061,61,NY,36,10013,2129625265,200.0,6.5,No,,,,167.0,0.0,153.0,4.0,3.0,7.0,0.0,0.0,12.9,1,1,1,0.0,91.61,2.39,1.79,4.19,0.0,0.0,12.94,1,NEW YORK,29 MOTT ST,
TRANSFIGURATION SCHOOL,29 MOTT ST,10013.0,40.71471791,-73.99883846,1,100,,BB162138,TRANSFIGURATION UPPER AND LOWER CAMPUS,2,13,29 MOTT ST,NEW YORK,36061,61,NY,36,10013,2129625265,175.0,6.5,No,,64.0,17.0,310.0,0.0,188.0,7.0,3.0,16.0,0.0,32.0,46.0,1,1,1,0.0,76.42,2.84,1.21,6.5,0.0,13.0,5.34,1,NEW YORK,29 MOTT ST,
